token: -- | freq: 899 | docs: 81 | posting_pos: 0
token: esely | freq: 8 | docs: 8 | posting_pos: 97369
token: eselye | freq: 7 | docs: 7 | posting_pos: 97377
token: eselyei | freq: 7 | docs: 7 | posting_pos: 97384
token: eselyt | freq: 4 | docs: 4 | posting_pos: 97391
token: esem | freq: 3 | docs: 2 | posting_pos: 97395
token: esemeny | freq: 8 | docs: 5 | posting_pos: 97397
token: esemenyek | freq: 5 | docs: 5 | posting_pos: 97402
token: esemenyeket | freq: 6 | docs: 6 | posting_pos: 97407
token: esemenyrol | freq: 4 | docs: 4 | posting_pos: 97413
token: eset | freq: 17 | docs: 11 | posting_pos: 97417
token: esetben | freq: 49 | docs: 30 | posting_pos: 97428
token: eseteben | freq: 22 | docs: 16 | posting_pos: 97458
token: esetek | freq: 6 | docs: 4 | posting_pos: 97474
token: esetekben | freq: 8 | docs: 8 | posting_pos: 97478
token: eseten | freq: 23 | docs: 16 | posting_pos: 97486
token: esetenkent | freq: 5 | docs: 4 | posting_pos: 97502
token: esetleg | freq: 22 | docs: 15 | posting_pos: 97506
token: esetleges | freq: 15 | docs: 13 | posting_pos: 97521
token: esetre | freq: 8 | docs: 7 | posting_pos: 97534
token: esett | freq: 18 | docs: 15 | posting_pos: 97541
token: esettel | freq: 3 | docs: 3 | posting_pos: 97556
token: esfuerzos | freq: 9 | docs: 4 | posting_pos: 97559
token: eshed | freq: 5 | docs: 1 | posting_pos: 97563
token: eshetilap | freq: 4 | docs: 4 | posting_pos: 97564
token: eshleman | freq: 4 | docs: 4 | posting_pos: 97568
token: esik | freq: 10 | docs: 8 | posting_pos: 97572
token: esinet | freq: 3 | docs: 3 | posting_pos: 97580
token: eskimo | freq: 9 | docs: 5 | posting_pos: 97583
token: eskudott | freq: 3 | docs: 3 | posting_pos: 97588
token: eslc | freq: 4 | docs: 4 | posting_pos: 97591
token: esm | freq: 5 | docs: 5 | posting_pos: 97595
token: esne | freq: 4 | docs: 3 | posting_pos: 97600
token: esnek | freq: 4 | docs: 4 | posting_pos: 97603
token: eso | freq: 5 | docs: 5 | posting_pos: 97607
token: esos | freq: 3 | docs: 2 | posting_pos: 97612
token: espana | freq: 3 | docs: 2 | posting_pos: 97614
token: especial | freq: 3 | docs: 2 | posting_pos: 97616
token: especially | freq: 108 | docs: 72 | posting_pos: 97618
token: especialmente | freq: 10 | docs: 5 | posting_pos: 97690
token: especificaciones | freq: 3 | docs: 3 | posting_pos: 97695
token: espera | freq: 18 | docs: 11 | posting_pos: 97698
token: esperan | freq: 3 | docs: 3 | posting_pos: 97709
token: espionage | freq: 9 | docs: 7 | posting_pos: 97712
token: esri | freq: 6 | docs: 5 | posting_pos: 97719
token: ess | freq: 11 | docs: 5 | posting_pos: 97724
token: essay | freq: 137 | docs: 105 | posting_pos: 97729
token: essays | freq: 21 | docs: 15 | posting_pos: 97834
token: essc | freq: 3 | docs: 2 | posting_pos: 97849
token: essence | freq: 8 | docs: 8 | posting_pos: 97851
token: essential | freq: 45 | docs: 35 | posting_pos: 97859
token: essentially | freq: 20 | docs: 17 | posting_pos: 97894
token: essentials | freq: 5 | docs: 4 | posting_pos: 97911
token: essex1 | freq: 5 | docs: 5 | posting_pos: 97915
token: esslink | freq: 4 | docs: 4 | posting_pos: 97920
token: esszeru | freq: 3 | docs: 3 | posting_pos: 97924
token: est | freq: 44 | docs: 24 | posting_pos: 97927
token: esta | freq: 43 | docs: 18 | posting_pos: 97951
token: estableci | freq: 3 | docs: 3 | posting_pos: 97969
token: establecido | freq: 3 | docs: 1 | posting_pos: 97972
token: establish | freq: 26 | docs: 24 | posting_pos: 97973
token: established | freq: 51 | docs: 39 | posting_pos: 97997
token: establishes | freq: 6 | docs: 5 | posting_pos: 98036
token: establishing | freq: 15 | docs: 13 | posting_pos: 98041
token: establishment | freq: 37 | docs: 22 | posting_pos: 98054
token: establishments | freq: 7 | docs: 4 | posting_pos: 98076
token: estacion | freq: 3 | docs: 2 | posting_pos: 98080
token: estaciones | freq: 27 | docs: 7 | posting_pos: 98082
token: estad | freq: 3 | docs: 3 | posting_pos: 98089
token: estado | freq: 27 | docs: 8 | posting_pos: 98092
token: estados | freq: 49 | docs: 10 | posting_pos: 98100
token: estadounidense | freq: 3 | docs: 3 | posting_pos: 98110
token: estan | freq: 4 | docs: 4 | posting_pos: 98113
token: estar | freq: 4 | docs: 4 | posting_pos: 98117
token: estas | freq: 28 | docs: 13 | posting_pos: 98121
token: estatal | freq: 7 | docs: 5 | posting_pos: 98134
token: estate | freq: 131 | docs: 18 | posting_pos: 98139
token: estates | freq: 3 | docs: 2 | posting_pos: 98157
token: este | freq: 75 | docs: 27 | posting_pos: 98159
token: estec | freq: 4 | docs: 4 | posting_pos: 98186
token: esteem | freq: 7 | docs: 6 | posting_pos: 98190
token: estenssoro | freq: 10 | docs: 1 | posting_pos: 98196
token: esterh | freq: 7 | docs: 1 | posting_pos: 98197
token: esterhazy | freq: 3 | docs: 3 | posting_pos: 98198
token: esti | freq: 34 | docs: 26 | posting_pos: 98201
token: estima | freq: 9 | docs: 4 | posting_pos: 98227
token: estimaciones | freq: 4 | docs: 3 | posting_pos: 98231
token: estimate | freq: 12 | docs: 9 | posting_pos: 98234
token: estimated | freq: 45 | docs: 26 | posting_pos: 98243
token: estimates | freq: 9 | docs: 7 | posting_pos: 98269
token: estimating | freq: 7 | docs: 3 | posting_pos: 98276
token: estimation | freq: 15 | docs: 12 | posting_pos: 98279
token: estonia | freq: 8 | docs: 8 | posting_pos: 98291
token: estor | freq: 3 | docs: 3 | posting_pos: 98299
token: estos | freq: 28 | docs: 12 | posting_pos: 98302
token: estrategia | freq: 8 | docs: 5 | posting_pos: 98314
token: estrategias | freq: 3 | docs: 1 | posting_pos: 98319
token: estreet | freq: 3 | docs: 3 | posting_pos: 98320
token: estrogen | freq: 3 | docs: 1 | posting_pos: 98323
token: estructura | freq: 3 | docs: 3 | posting_pos: 98324
token: estudio | freq: 4 | docs: 4 | posting_pos: 98327
token: estudios | freq: 3 | docs: 2 | posting_pos: 98331
token: esu1 | freq: 4 | docs: 4 | posting_pos: 98333
token: esu10 | freq: 8 | docs: 4 | posting_pos: 98337
token: esu3 | freq: 12 | docs: 5 | posting_pos: 98341
token: esva | freq: 4 | docs: 4 | posting_pos: 98346
token: esy | freq: 3 | docs: 3 | posting_pos: 98350
token: esygvl | freq: 4 | docs: 4 | posting_pos: 98353
token: esys | freq: 6 | docs: 5 | posting_pos: 98357
token: esz | freq: 3 | docs: 3 | posting_pos: 98362
token: eszak-atlanti | freq: 6 | docs: 4 | posting_pos: 98365
token: eszaki | freq: 3 | docs: 3 | posting_pos: 98369
token: esze | freq: 5 | docs: 4 | posting_pos: 98372
token: eszebe | freq: 5 | docs: 5 | posting_pos: 98376
token: eszembe | freq: 11 | docs: 7 | posting_pos: 98381
token: eszerint | freq: 12 | docs: 10 | posting_pos: 98388
token: eszk | freq: 10 | docs: 2 | posting_pos: 98398
token: eszkoz | freq: 5 | docs: 4 | posting_pos: 98400
token: eszkoze | freq: 5 | docs: 5 | posting_pos: 98404
token: eszkozei | freq: 3 | docs: 3 | posting_pos: 98409
token: eszkozeivel | freq: 3 | docs: 3 | posting_pos: 98412
token: eszkozok | freq: 5 | docs: 4 | posting_pos: 98415
token: eszkozokkel | freq: 8 | docs: 7 | posting_pos: 98419
token: eszkozt | freq: 4 | docs: 4 | posting_pos: 98426
token: eszkozzel | freq: 4 | docs: 4 | posting_pos: 98430
token: eszme | freq: 5 | docs: 4 | posting_pos: 98434
token: eszmei | freq: 4 | docs: 3 | posting_pos: 98438
token: eszre | freq: 16 | docs: 13 | posting_pos: 98441
token: eszrevetlenul | freq: 3 | docs: 3 | posting_pos: 98454
token: esztendeje | freq: 5 | docs: 5 | posting_pos: 98457
token: esztendo | freq: 12 | docs: 10 | posting_pos: 98462
token: esztendoben | freq: 4 | docs: 3 | posting_pos: 98472
token: esztergom-budapesti | freq: 3 | docs: 2 | posting_pos: 98475
token: esztergomi | freq: 3 | docs: 2 | posting_pos: 98477
token: et | freq: 71 | docs: 26 | posting_pos: 98479
token: et-ben | freq: 3 | docs: 3 | posting_pos: 98505
token: etak | freq: 4 | docs: 4 | posting_pos: 98508
token: etapa | freq: 4 | docs: 3 | posting_pos: 98512
token: etc | freq: 194 | docs: 84 | posting_pos: 98515
token: etek | freq: 3 | docs: 3 | posting_pos: 98599
token: eternal | freq: 4 | docs: 4 | posting_pos: 98602
token: eternity | freq: 3 | docs: 2 | posting_pos: 98606
token: ethical | freq: 39 | docs: 23 | posting_pos: 98608
token: ethics | freq: 43 | docs: 18 | posting_pos: 98631
token: ethiopia | freq: 14 | docs: 6 | posting_pos: 98649
token: ethiopian | freq: 9 | docs: 5 | posting_pos: 98655
token: ethnic | freq: 68 | docs: 39 | posting_pos: 98660
token: ethz | freq: 15 | docs: 6 | posting_pos: 98699
token: etikai | freq: 3 | docs: 3 | posting_pos: 98705
token: etileno | freq: 3 | docs: 1 | posting_pos: 98708
token: etiology | freq: 9 | docs: 6 | posting_pos: 98709
token: etl | freq: 3 | docs: 3 | posting_pos: 98715
token: etn | freq: 3 | docs: 2 | posting_pos: 98718
token: etnikai | freq: 26 | docs: 14 | posting_pos: 98720
token: etnikum | freq: 4 | docs: 4 | posting_pos: 98734
token: ets | freq: 7 | docs: 5 | posting_pos: 98738
token: etsu | freq: 5 | docs: 5 | posting_pos: 98743
token: ettol | freq: 9 | docs: 8 | posting_pos: 98748
token: eu | freq: 81 | docs: 30 | posting_pos: 98756
token: eu-ba | freq: 3 | docs: 3 | posting_pos: 98786
token: eu-hoz | freq: 6 | docs: 4 | posting_pos: 98789
token: eudora | freq: 3 | docs: 2 | posting_pos: 98793
token: eugene | freq: 9 | docs: 7 | posting_pos: 98795
token: eumenides | freq: 3 | docs: 2 | posting_pos: 98802
token: eunet | freq: 85 | docs: 6 | posting_pos: 98804
token: eur | freq: 18 | docs: 8 | posting_pos: 98810
token: euripedes | freq: 5 | docs: 3 | posting_pos: 98818
token: euro | freq: 6 | docs: 6 | posting_pos: 98821
token: eurodollar | freq: 3 | docs: 2 | posting_pos: 98827
token: euronet | freq: 18 | docs: 5 | posting_pos: 98829
token: europa | freq: 38 | docs: 27 | posting_pos: 98834
token: europaba | freq: 4 | docs: 3 | posting_pos: 98861
token: europaban | freq: 12 | docs: 11 | posting_pos: 98864
token: europai | freq: 101 | docs: 30 | posting_pos: 98875
token: europainak | freq: 3 | docs: 3 | posting_pos: 98905
token: europarol | freq: 3 | docs: 2 | posting_pos: 98908
token: europe | freq: 151 | docs: 59 | posting_pos: 98910
token: european | freq: 157 | docs: 59 | posting_pos: 98969
token: eushc | freq: 6 | docs: 5 | posting_pos: 99028
token: euthanasia | freq: 8 | docs: 6 | posting_pos: 99033
token: ev | freq: 131 | docs: 37 | posting_pos: 99039
token: eva | freq: 9 | docs: 6 | posting_pos: 99076
token: evacuation | freq: 3 | docs: 3 | posting_pos: 99082
token: evalefm | freq: 3 | docs: 1 | posting_pos: 99085
token: evaluaci | freq: 5 | docs: 4 | posting_pos: 99086
token: evaluate | freq: 15 | docs: 14 | posting_pos: 99090
token: evaluated | freq: 10 | docs: 7 | posting_pos: 99104
token: evaluates | freq: 4 | docs: 4 | posting_pos: 99111
token: evaluating | freq: 11 | docs: 8 | posting_pos: 99115
token: evaluation | freq: 81 | docs: 46 | posting_pos: 99123
token: evangelikus | freq: 4 | docs: 2 | posting_pos: 99169
token: evans | freq: 48 | docs: 27 | posting_pos: 99171
token: evanston | freq: 7 | docs: 6 | posting_pos: 99198
token: evansville | freq: 10 | docs: 5 | posting_pos: 99204
token: evasion | freq: 4 | docs: 1 | posting_pos: 99209
token: evben | freq: 39 | docs: 22 | posting_pos: 99210
token: eve | freq: 49 | docs: 30 | posting_pos: 99232
token: eveben | freq: 6 | docs: 5 | posting_pos: 99262
token: evek | freq: 25 | docs: 17 | posting_pos: 99267
token: evekben | freq: 26 | docs: 16 | posting_pos: 99284
token: evekre | freq: 3 | docs: 3 | posting_pos: 99300
token: even | freq: 219 | docs: 93 | posting_pos: 99303
token: evening | freq: 12 | docs: 10 | posting_pos: 99396
token: event | freq: 51 | docs: 23 | posting_pos: 99406
token: evente | freq: 16 | docs: 11 | posting_pos: 99429
token: events | freq: 173 | docs: 62 | posting_pos: 99440
token: eventual | freq: 12 | docs: 11 | posting_pos: 99502
token: eventually | freq: 16 | docs: 15 | posting_pos: 99513
token: ever | freq: 28 | docs: 25 | posting_pos: 99528
token: evergreen | freq: 6 | docs: 5 | posting_pos: 99553
token: evermann | freq: 3 | docs: 3 | posting_pos: 99558
token: every | freq: 102 | docs: 57 | posting_pos: 99561
token: everybody | freq: 6 | docs: 6 | posting_pos: 99618
token: everyday | freq: 7 | docs: 6 | posting_pos: 99624
token: everyone | freq: 21 | docs: 11 | posting_pos: 99630
token: everything | freq: 23 | docs: 10 | posting_pos: 99641
token: everywhere | freq: 4 | docs: 3 | posting_pos: 99651
token: eves | freq: 57 | docs: 29 | posting_pos: 99654
token: evet | freq: 15 | docs: 13 | posting_pos: 99683
token: evett | freq: 3 | docs: 2 | posting_pos: 99696
token: evforduloja | freq: 3 | docs: 2 | posting_pos: 99698
token: evfordulojan | freq: 4 | docs: 3 | posting_pos: 99700
token: evfordulojanak | freq: 3 | docs: 3 | posting_pos: 99703
token: evfordulojara | freq: 3 | docs: 3 | posting_pos: 99706
token: evhez | freq: 5 | docs: 5 | posting_pos: 99709
token: evi | freq: 44 | docs: 26 | posting_pos: 99714
token: eviction | freq: 11 | docs: 1 | posting_pos: 99740
token: evictions | freq: 4 | docs: 1 | posting_pos: 99741
token: evidence | freq: 93 | docs: 43 | posting_pos: 99742
token: evidenced | freq: 14 | docs: 8 | posting_pos: 99785
token: evig | freq: 16 | docs: 14 | posting_pos: 99793
token: evil | freq: 36 | docs: 14 | posting_pos: 99807
token: evils | freq: 5 | docs: 5 | posting_pos: 99821
token: evins | freq: 4 | docs: 4 | posting_pos: 99826
token: evolution | freq: 57 | docs: 40 | posting_pos: 99830
token: evolutionary | freq: 8 | docs: 7 | posting_pos: 99870
token: evolve | freq: 6 | docs: 4 | posting_pos: 99877
token: evolved | freq: 10 | docs: 9 | posting_pos: 99881
token: evolving | freq: 14 | docs: 12 | posting_pos: 99890
token: evre | freq: 34 | docs: 19 | posting_pos: 99902
token: evrol | freq: 4 | docs: 4 | posting_pos: 99921
token: evszazad | freq: 8 | docs: 6 | posting_pos: 99925
token: evszazadok | freq: 4 | docs: 3 | posting_pos: 99931
token: evszazados | freq: 3 | docs: 3 | posting_pos: 99934
token: evtized | freq: 4 | docs: 4 | posting_pos: 99937
token: evtizedek | freq: 10 | docs: 7 | posting_pos: 99941
token: evtizedekben | freq: 3 | docs: 3 | posting_pos: 99948
token: evtizedekig | freq: 3 | docs: 3 | posting_pos: 99951
token: evtizedes | freq: 7 | docs: 6 | posting_pos: 99954
token: evvel | freq: 38 | docs: 24 | posting_pos: 99960
token: ewl | freq: 3 | docs: 3 | posting_pos: 99984
token: ews | freq: 3 | docs: 2 | posting_pos: 99987
token: ewu | freq: 4 | docs: 4 | posting_pos: 99989
token: ex | freq: 6 | docs: 5 | posting_pos: 99993
token: exact | freq: 12 | docs: 10 | posting_pos: 99998
token: exactly | freq: 17 | docs: 15 | posting_pos: 100008
token: exagerated | freq: 3 | docs: 3 | posting_pos: 100023
token: exam | freq: 5 | docs: 5 | posting_pos: 100026
token: examination | freq: 257 | docs: 84 | posting_pos: 100031
token: examinations | freq: 8 | docs: 6 | posting_pos: 100115
token: examine | freq: 11 | docs: 10 | posting_pos: 100121
token: examined | freq: 45 | docs: 32 | posting_pos: 100131
token: examiner | freq: 3 | docs: 3 | posting_pos: 100163
token: examines | freq: 1076 | docs: 104 | posting_pos: 100166
token: examining | freq: 29 | docs: 21 | posting_pos: 100270
token: example | freq: 167 | docs: 70 | posting_pos: 100291
token: examples | freq: 50 | docs: 36 | posting_pos: 100361
token: exceed | freq: 11 | docs: 10 | posting_pos: 100397
token: exceeded | freq: 4 | docs: 3 | posting_pos: 100407
token: exceeding | freq: 6 | docs: 4 | posting_pos: 100410
token: exceeds | freq: 5 | docs: 5 | posting_pos: 100414
token: excel | freq: 5 | docs: 5 | posting_pos: 100419
token: excelente | freq: 4 | docs: 4 | posting_pos: 100424
token: excellence | freq: 9 | docs: 8 | posting_pos: 100428
token: excellent | freq: 14 | docs: 13 | posting_pos: 100436
token: except | freq: 44 | docs: 31 | posting_pos: 100449
token: exception | freq: 19 | docs: 13 | posting_pos: 100480
token: exceptional | freq: 12 | docs: 8 | posting_pos: 100493
token: exceptions | freq: 18 | docs: 12 | posting_pos: 100501
token: excepto | freq: 4 | docs: 3 | posting_pos: 100513
token: excess | freq: 11 | docs: 8 | posting_pos: 100516
token: excesses | freq: 4 | docs: 4 | posting_pos: 100524
token: excessive | freq: 12 | docs: 11 | posting_pos: 100528
token: exchange | freq: 80 | docs: 39 | posting_pos: 100539
token: exchanges | freq: 8 | docs: 3 | posting_pos: 100578
token: excise | freq: 3 | docs: 3 | posting_pos: 100581
token: excite | freq: 4 | docs: 4 | posting_pos: 100584
token: excitement | freq: 4 | docs: 4 | posting_pos: 100588
token: exciting | freq: 5 | docs: 4 | posting_pos: 100592
token: exclude | freq: 3 | docs: 3 | posting_pos: 100596
token: excluded | freq: 9 | docs: 8 | posting_pos: 100599
token: excluding | freq: 7 | docs: 5 | posting_pos: 100607
token: exclusion | freq: 10 | docs: 7 | posting_pos: 100612
token: exclusive | freq: 9 | docs: 8 | posting_pos: 100619
token: exclusively | freq: 12 | docs: 12 | posting_pos: 100627
token: excluyendo | freq: 6 | docs: 3 | posting_pos: 100639
token: excuse | freq: 3 | docs: 3 | posting_pos: 100642
token: exe | freq: 4 | docs: 3 | posting_pos: 100645
token: execpc | freq: 7 | docs: 6 | posting_pos: 100648
token: execu | freq: 3 | docs: 3 | posting_pos: 100654
token: execulink | freq: 10 | docs: 5 | posting_pos: 100657
token: executed | freq: 13 | docs: 9 | posting_pos: 100662
token: execution | freq: 13 | docs: 8 | posting_pos: 100671
token: executions | freq: 3 | docs: 2 | posting_pos: 100679
token: executive | freq: 89 | docs: 39 | posting_pos: 100681
token: executives | freq: 14 | docs: 11 | posting_pos: 100720
token: exemplary | freq: 5 | docs: 5 | posting_pos: 100731
token: exemplified | freq: 16 | docs: 8 | posting_pos: 100736
token: exemplifying | freq: 5 | docs: 5 | posting_pos: 100744
token: exempt | freq: 7 | docs: 5 | posting_pos: 100749
token: exempted | freq: 3 | docs: 3 | posting_pos: 100754
token: exemption | freq: 5 | docs: 3 | posting_pos: 100757
token: exenci | freq: 3 | docs: 2 | posting_pos: 100760
token: exercise | freq: 31 | docs: 19 | posting_pos: 100762
token: exercised | freq: 5 | docs: 5 | posting_pos: 100781
token: exercises | freq: 5 | docs: 5 | posting_pos: 100786
token: exercising | freq: 5 | docs: 5 | posting_pos: 100791
token: exert | freq: 3 | docs: 2 | posting_pos: 100796
token: exerted | freq: 6 | docs: 6 | posting_pos: 100798
token: exhibit | freq: 4 | docs: 3 | posting_pos: 100804
token: exhibited | freq: 4 | docs: 3 | posting_pos: 100807
token: exhibition | freq: 9 | docs: 3 | posting_pos: 100810
token: exhibitors | freq: 3 | docs: 1 | posting_pos: 100813
token: exhibits | freq: 13 | docs: 9 | posting_pos: 100814
token: exigentes | freq: 3 | docs: 3 | posting_pos: 100823
token: exis | freq: 5 | docs: 5 | posting_pos: 100826
token: exist | freq: 20 | docs: 19 | posting_pos: 100831
token: existed | freq: 13 | docs: 10 | posting_pos: 100850
token: existence | freq: 42 | docs: 20 | posting_pos: 100860
token: existencia | freq: 3 | docs: 2 | posting_pos: 100880
token: existent | freq: 3 | docs: 3 | posting_pos: 100882
token: existentes | freq: 9 | docs: 5 | posting_pos: 100885
token: existential | freq: 9 | docs: 6 | posting_pos: 100890
token: existentialism | freq: 10 | docs: 8 | posting_pos: 100896
token: existentialist | freq: 3 | docs: 3 | posting_pos: 100904
token: existing | freq: 41 | docs: 31 | posting_pos: 100907
token: exists | freq: 20 | docs: 15 | posting_pos: 100938
token: exit | freq: 10 | docs: 5 | posting_pos: 100953
token: exit109 | freq: 5 | docs: 5 | posting_pos: 100958
token: exitosa | freq: 4 | docs: 4 | posting_pos: 100963
token: exitoso | freq: 3 | docs: 2 | posting_pos: 100967
token: exits | freq: 3 | docs: 3 | posting_pos: 100969
token: exodus | freq: 6 | docs: 5 | posting_pos: 100972
token: exon | freq: 16 | docs: 11 | posting_pos: 100977
token: exp | freq: 7 | docs: 7 | posting_pos: 100988
token: expand | freq: 16 | docs: 14 | posting_pos: 100995
token: expanded | freq: 21 | docs: 17 | posting_pos: 101009
token: expanding | freq: 14 | docs: 12 | posting_pos: 101026
token: expands | freq: 4 | docs: 4 | posting_pos: 101038
token: expansion | freq: 60 | docs: 39 | posting_pos: 101042
token: expatriate | freq: 5 | docs: 3 | posting_pos: 101081
token: expect | freq: 8 | docs: 7 | posting_pos: 101084
token: expectation | freq: 8 | docs: 5 | posting_pos: 101091
token: expectations | freq: 25 | docs: 9 | posting_pos: 101096
token: expected | freq: 63 | docs: 34 | posting_pos: 101105
token: expects | freq: 8 | docs: 6 | posting_pos: 101139
token: expedia | freq: 3 | docs: 1 | posting_pos: 101145
token: expeditions | freq: 3 | docs: 1 | posting_pos: 101146
token: expel | freq: 3 | docs: 2 | posting_pos: 101147
token: expenditure | freq: 8 | docs: 3 | posting_pos: 101149
token: expenditures | freq: 26 | docs: 22 | posting_pos: 101152
token: expense | freq: 13 | docs: 10 | posting_pos: 101174
token: expenses | freq: 41 | docs: 22 | posting_pos: 101184
token: expensive | freq: 17 | docs: 15 | posting_pos: 101206
token: experience | freq: 111 | docs: 66 | posting_pos: 101221
token: experienced | freq: 125 | docs: 118 | posting_pos: 101287
token: experiences | freq: 48 | docs: 32 | posting_pos: 101405
token: experiencing | freq: 4 | docs: 4 | posting_pos: 101437
token: experiment | freq: 22 | docs: 13 | posting_pos: 101441
token: experimental | freq: 23 | docs: 12 | posting_pos: 101454
token: experimentation | freq: 7 | docs: 5 | posting_pos: 101466
token: experiments | freq: 16 | docs: 8 | posting_pos: 101471
token: expert | freq: 17 | docs: 11 | posting_pos: 101479
token: expertise | freq: 7 | docs: 6 | posting_pos: 101490
token: experts | freq: 27 | docs: 19 | posting_pos: 101496
token: expired | freq: 4 | docs: 4 | posting_pos: 101515
token: expires | freq: 3 | docs: 1 | posting_pos: 101519
token: explain | freq: 16 | docs: 16 | posting_pos: 101520
token: explained | freq: 21 | docs: 17 | posting_pos: 101536
token: explaining | freq: 7 | docs: 7 | posting_pos: 101553
token: explains | freq: 26 | docs: 20 | posting_pos: 101560
token: explanation | freq: 44 | docs: 30 | posting_pos: 101580
token: explanations | freq: 4 | docs: 4 | posting_pos: 101610
token: explication | freq: 3 | docs: 2 | posting_pos: 101614
token: explicit | freq: 9 | docs: 3 | posting_pos: 101616
token: explicitly | freq: 4 | docs: 2 | posting_pos: 101619
token: exploders | freq: 8 | docs: 1 | posting_pos: 101621
token: exploding | freq: 5 | docs: 5 | posting_pos: 101622
token: exploitation | freq: 10 | docs: 7 | posting_pos: 101627
token: exploited | freq: 7 | docs: 7 | posting_pos: 101634
token: exploraci | freq: 73 | docs: 13 | posting_pos: 101641
token: exploracion | freq: 9 | docs: 5 | posting_pos: 101654
token: explorar | freq: 3 | docs: 2 | posting_pos: 101659
token: exploration | freq: 23 | docs: 20 | posting_pos: 101661
token: exploratorias | freq: 10 | docs: 7 | posting_pos: 101681
token: exploratorio | freq: 7 | docs: 5 | posting_pos: 101688
token: exploratorios | freq: 8 | docs: 5 | posting_pos: 101693
token: exploratorium | freq: 3 | docs: 3 | posting_pos: 101698
token: exploratory | freq: 3 | docs: 3 | posting_pos: 101701
token: explore | freq: 10 | docs: 10 | posting_pos: 101704
token: explored | freq: 7 | docs: 7 | posting_pos: 101714
token: explores | freq: 45 | docs: 36 | posting_pos: 101721
token: exploring | freq: 4 | docs: 4 | posting_pos: 101757
token: explosion | freq: 4 | docs: 3 | posting_pos: 101761
token: explosions | freq: 4 | docs: 2 | posting_pos: 101764
token: explosive | freq: 4 | docs: 3 | posting_pos: 101766
token: explosives | freq: 3 | docs: 3 | posting_pos: 101769
token: explotaci | freq: 14 | docs: 7 | posting_pos: 101772
token: expo | freq: 8 | docs: 3 | posting_pos: 101779
token: exponen | freq: 4 | docs: 3 | posting_pos: 101782
token: export | freq: 46 | docs: 17 | posting_pos: 101785
token: exportaci | freq: 6 | docs: 3 | posting_pos: 101802
token: exportaciones | freq: 11 | docs: 6 | posting_pos: 101805
token: exported | freq: 3 | docs: 2 | posting_pos: 101811
token: exporters | freq: 4 | docs: 4 | posting_pos: 101813
token: exporting | freq: 9 | docs: 6 | posting_pos: 101817
token: exportot | freq: 3 | docs: 3 | posting_pos: 101823
token: exports | freq: 20 | docs: 11 | posting_pos: 101826
token: expose | freq: 7 | docs: 7 | posting_pos: 101837
token: exposed | freq: 7 | docs: 7 | posting_pos: 101844
token: exposes | freq: 4 | docs: 4 | posting_pos: 101851
token: exposici | freq: 11 | docs: 4 | posting_pos: 101855
token: exposing | freq: 6 | docs: 6 | posting_pos: 101859
token: exposition | freq: 3 | docs: 2 | posting_pos: 101865
token: exposure | freq: 13 | docs: 8 | posting_pos: 101867
token: expresados | freq: 7 | docs: 2 | posting_pos: 101875
token: express | freq: 21 | docs: 18 | posting_pos: 101877
token: express-news | freq: 5 | docs: 4 | posting_pos: 101895
token: expressed | freq: 48 | docs: 29 | posting_pos: 101899
token: expresses | freq: 6 | docs: 6 | posting_pos: 101928
token: expressing | freq: 3 | docs: 2 | posting_pos: 101934
token: expression | freq: 32 | docs: 26 | posting_pos: 101936
token: expressions | freq: 3 | docs: 3 | posting_pos: 101962
token: expressly | freq: 3 | docs: 1 | posting_pos: 101965
token: expulsions | freq: 4 | docs: 2 | posting_pos: 101966
token: ext | freq: 6 | docs: 3 | posting_pos: 101968
token: extant | freq: 4 | docs: 4 | posting_pos: 101971
token: extedu | freq: 3 | docs: 3 | posting_pos: 101975
token: extend | freq: 12 | docs: 12 | posting_pos: 101978
token: extended | freq: 25 | docs: 18 | posting_pos: 101990
token: extending | freq: 5 | docs: 5 | posting_pos: 102008
token: extends | freq: 5 | docs: 4 | posting_pos: 102013
token: extensi | freq: 3 | docs: 2 | posting_pos: 102017
token: extension | freq: 20 | docs: 16 | posting_pos: 102019
token: extensions | freq: 4 | docs: 4 | posting_pos: 102035
token: extensive | freq: 37 | docs: 27 | posting_pos: 102039
token: extensively | freq: 13 | docs: 8 | posting_pos: 102066
token: extent | freq: 52 | docs: 40 | posting_pos: 102074
token: exterior | freq: 6 | docs: 5 | posting_pos: 102114
token: extermination | freq: 4 | docs: 3 | posting_pos: 102119
token: extern | freq: 8 | docs: 5 | posting_pos: 102122
token: externa | freq: 12 | docs: 3 | posting_pos: 102127
token: external | freq: 31 | docs: 18 | posting_pos: 102130
token: externally | freq: 3 | docs: 3 | posting_pos: 102148
token: externo | freq: 3 | docs: 1 | posting_pos: 102151
token: extortion | freq: 4 | docs: 3 | posting_pos: 102152
token: extra | freq: 21 | docs: 16 | posting_pos: 102155
token: extracci | freq: 17 | docs: 5 | posting_pos: 102171
token: extradition | freq: 3 | docs: 2 | posting_pos: 102176
token: extranjera | freq: 3 | docs: 2 | posting_pos: 102178
token: extraordinary | freq: 10 | docs: 8 | posting_pos: 102180
token: extratropical | freq: 5 | docs: 1 | posting_pos: 102188
token: extratropics | freq: 3 | docs: 1 | posting_pos: 102189
token: extreme | freq: 17 | docs: 14 | posting_pos: 102190
token: extremely | freq: 17 | docs: 17 | posting_pos: 102204
