token: - | freq: 2360 | docs: 199 | posting_pos: 0
token: 322189 | freq: 1 | docs: 1 | posting_pos: 33293
token: 322191 | freq: 1 | docs: 1 | posting_pos: 33294
token: 322199 | freq: 1 | docs: 1 | posting_pos: 33295
token: 322250 | freq: 1 | docs: 1 | posting_pos: 33296
token: 322254 | freq: 1 | docs: 1 | posting_pos: 33297
token: 322310 | freq: 1 | docs: 1 | posting_pos: 33298
token: 322333 | freq: 1 | docs: 1 | posting_pos: 33299
token: 322372 | freq: 1 | docs: 1 | posting_pos: 33300
token: 322414 | freq: 1 | docs: 1 | posting_pos: 33301
token: 322466 | freq: 1 | docs: 1 | posting_pos: 33302
token: 3225 | freq: 2 | docs: 2 | posting_pos: 33303
token: 322501 | freq: 1 | docs: 1 | posting_pos: 33305
token: 322503 | freq: 1 | docs: 1 | posting_pos: 33306
token: 32253 | freq: 1 | docs: 1 | posting_pos: 33307
token: 32258 | freq: 13 | docs: 3 | posting_pos: 33308
token: 32259 | freq: 2 | docs: 2 | posting_pos: 33311
token: 3226 | freq: 1 | docs: 1 | posting_pos: 33313
token: 32264 | freq: 1 | docs: 1 | posting_pos: 33314
token: 3226730 | freq: 1 | docs: 1 | posting_pos: 33315
token: 322689 | freq: 1 | docs: 1 | posting_pos: 33316
token: 32275 | freq: 1 | docs: 1 | posting_pos: 33317
token: 32276 | freq: 1 | docs: 1 | posting_pos: 33318
token: 32281 | freq: 1 | docs: 1 | posting_pos: 33319
token: 322814 | freq: 1 | docs: 1 | posting_pos: 33320
token: 322818 | freq: 1 | docs: 1 | posting_pos: 33321
token: 322829 | freq: 1 | docs: 1 | posting_pos: 33322
token: 322852 | freq: 1 | docs: 1 | posting_pos: 33323
token: 3228680 | freq: 1 | docs: 1 | posting_pos: 33324
token: 322898 | freq: 1 | docs: 1 | posting_pos: 33325
token: 3229 | freq: 1 | docs: 1 | posting_pos: 33326
token: 32291 | freq: 1 | docs: 1 | posting_pos: 33327
token: 322933 | freq: 1 | docs: 1 | posting_pos: 33328
token: 322938 | freq: 1 | docs: 1 | posting_pos: 33329
token: 32299 | freq: 1 | docs: 1 | posting_pos: 33330
token: 323 | freq: 5 | docs: 4 | posting_pos: 33331
token: 323-room | freq: 1 | docs: 1 | posting_pos: 33335
token: 3230 | freq: 3 | docs: 2 | posting_pos: 33336
token: 32300 | freq: 1 | docs: 1 | posting_pos: 33338
token: 323028 | freq: 1 | docs: 1 | posting_pos: 33339
token: 3230475 | freq: 1 | docs: 1 | posting_pos: 33340
token: 3231 | freq: 1 | docs: 1 | posting_pos: 33341
token: 3231384 | freq: 1 | docs: 1 | posting_pos: 33342
token: 323189 | freq: 1 | docs: 1 | posting_pos: 33343
token: 323252 | freq: 1 | docs: 1 | posting_pos: 33344
token: 3232539 | freq: 1 | docs: 1 | posting_pos: 33345
token: 323289 | freq: 1 | docs: 1 | posting_pos: 33346
token: 3233 | freq: 3 | docs: 2 | posting_pos: 33347
token: 323316 | freq: 1 | docs: 1 | posting_pos: 33349
token: 3233509 | freq: 1 | docs: 1 | posting_pos: 33350
token: 32339 | freq: 1 | docs: 1 | posting_pos: 33351
token: 32344 | freq: 1 | docs: 1 | posting_pos: 33352
token: 323446 | freq: 1 | docs: 1 | posting_pos: 33353
token: 32345 | freq: 1 | docs: 1 | posting_pos: 33354
token: 32346 | freq: 1 | docs: 1 | posting_pos: 33355
token: 323496 | freq: 1 | docs: 1 | posting_pos: 33356
token: 32350 | freq: 1 | docs: 1 | posting_pos: 33357
token: 32352 | freq: 1 | docs: 1 | posting_pos: 33358
token: 32353 | freq: 1 | docs: 1 | posting_pos: 33359
token: 32355 | freq: 1 | docs: 1 | posting_pos: 33360
token: 323556 | freq: 1 | docs: 1 | posting_pos: 33361
token: 323575 | freq: 1 | docs: 1 | posting_pos: 33362
token: 323591 | freq: 1 | docs: 1 | posting_pos: 33363
token: 323636 | freq: 1 | docs: 1 | posting_pos: 33364
token: 323648 | freq: 1 | docs: 1 | posting_pos: 33365
token: 323681 | freq: 1 | docs: 1 | posting_pos: 33366
token: 3237 | freq: 1 | docs: 1 | posting_pos: 33367
token: 32371 | freq: 1 | docs: 1 | posting_pos: 33368
token: 323723 | freq: 1 | docs: 1 | posting_pos: 33369
token: 32374 | freq: 1 | docs: 1 | posting_pos: 33370
token: 323796 | freq: 1 | docs: 1 | posting_pos: 33371
token: 323871 | freq: 1 | docs: 1 | posting_pos: 33372
token: 32388 | freq: 1 | docs: 1 | posting_pos: 33373
token: 32391 | freq: 1 | docs: 1 | posting_pos: 33374
token: 324 | freq: 5 | docs: 3 | posting_pos: 33375
token: 32404 | freq: 1 | docs: 1 | posting_pos: 33378
token: 32405 | freq: 1 | docs: 1 | posting_pos: 33379
token: 32406 | freq: 1 | docs: 1 | posting_pos: 33380
token: 324066 | freq: 1 | docs: 1 | posting_pos: 33381
token: 324130 | freq: 1 | docs: 1 | posting_pos: 33382
token: 32416 | freq: 1 | docs: 1 | posting_pos: 33383
token: 324197 | freq: 1 | docs: 1 | posting_pos: 33384
token: 3242 | freq: 1 | docs: 1 | posting_pos: 33385
token: 32425 | freq: 2 | docs: 2 | posting_pos: 33386
token: 32426 | freq: 1 | docs: 1 | posting_pos: 33388
token: 324306 | freq: 1 | docs: 1 | posting_pos: 33389
token: 324321 | freq: 1 | docs: 1 | posting_pos: 33390
token: 3243383 | freq: 1 | docs: 1 | posting_pos: 33391
token: 324356 | freq: 1 | docs: 1 | posting_pos: 33392
token: 32439 | freq: 1 | docs: 1 | posting_pos: 33393
token: 32440 | freq: 1 | docs: 1 | posting_pos: 33394
token: 32441 | freq: 1 | docs: 1 | posting_pos: 33395
token: 324433 | freq: 1 | docs: 1 | posting_pos: 33396
token: 32444 | freq: 1 | docs: 1 | posting_pos: 33397
token: 3245 | freq: 2 | docs: 2 | posting_pos: 33398
token: 32450 | freq: 2 | docs: 1 | posting_pos: 33400
token: 324501 | freq: 1 | docs: 1 | posting_pos: 33401
token: 32452 | freq: 1 | docs: 1 | posting_pos: 33402
token: 32464 | freq: 1 | docs: 1 | posting_pos: 33403
token: 324657 | freq: 1 | docs: 1 | posting_pos: 33404
token: 32471 | freq: 1 | docs: 1 | posting_pos: 33405
token: 324735 | freq: 1 | docs: 1 | posting_pos: 33406
token: 324756 | freq: 2 | docs: 2 | posting_pos: 33407
token: 32478 | freq: 1 | docs: 1 | posting_pos: 33409
token: 32480 | freq: 1 | docs: 1 | posting_pos: 33410
token: 324801 | freq: 1 | docs: 1 | posting_pos: 33411
token: 32482 | freq: 1 | docs: 1 | posting_pos: 33412
token: 324829 | freq: 1 | docs: 1 | posting_pos: 33413
token: 32485 | freq: 1 | docs: 1 | posting_pos: 33414
token: 32486 | freq: 1 | docs: 1 | posting_pos: 33415
token: 32487 | freq: 1 | docs: 1 | posting_pos: 33416
token: 32489 | freq: 1 | docs: 1 | posting_pos: 33417
token: 32492 | freq: 1 | docs: 1 | posting_pos: 33418
token: 3249555 | freq: 1 | docs: 1 | posting_pos: 33419
token: 324959 | freq: 1 | docs: 1 | posting_pos: 33420
token: 324976855 | freq: 1 | docs: 1 | posting_pos: 33421
token: 324989 | freq: 1 | docs: 1 | posting_pos: 33422
token: 325 | freq: 7 | docs: 5 | posting_pos: 33423
token: 32506 | freq: 1 | docs: 1 | posting_pos: 33428
token: 325080 | freq: 1 | docs: 1 | posting_pos: 33429
token: 325081 | freq: 1 | docs: 1 | posting_pos: 33430
token: 32515 | freq: 1 | docs: 1 | posting_pos: 33431
token: 32517 | freq: 2 | docs: 1 | posting_pos: 33432
token: 32518 | freq: 1 | docs: 1 | posting_pos: 33433
token: 325206 | freq: 1 | docs: 1 | posting_pos: 33434
token: 32521 | freq: 1 | docs: 1 | posting_pos: 33435
token: 32523 | freq: 1 | docs: 1 | posting_pos: 33436
token: 32527 | freq: 1 | docs: 1 | posting_pos: 33437
token: 325273 | freq: 1 | docs: 1 | posting_pos: 33438
token: 32532 | freq: 1 | docs: 1 | posting_pos: 33439
token: 32536 | freq: 1 | docs: 1 | posting_pos: 33440
token: 325377 | freq: 1 | docs: 1 | posting_pos: 33441
token: 325384 | freq: 1 | docs: 1 | posting_pos: 33442
token: 32540 | freq: 1 | docs: 1 | posting_pos: 33443
token: 32541 | freq: 4 | docs: 1 | posting_pos: 33444
token: 32543 | freq: 1 | docs: 1 | posting_pos: 33445
token: 325456 | freq: 1 | docs: 1 | posting_pos: 33446
token: 32547 | freq: 1 | docs: 1 | posting_pos: 33447
token: 32549 | freq: 1 | docs: 1 | posting_pos: 33448
token: 32551 | freq: 1 | docs: 1 | posting_pos: 33449
token: 325526 | freq: 1 | docs: 1 | posting_pos: 33450
token: 32555 | freq: 1 | docs: 1 | posting_pos: 33451
token: 325561 | freq: 1 | docs: 1 | posting_pos: 33452
token: 32562 | freq: 1 | docs: 1 | posting_pos: 33453
token: 325659 | freq: 1 | docs: 1 | posting_pos: 33454
token: 32566 | freq: 59 | docs: 3 | posting_pos: 33455
token: 32567 | freq: 35 | docs: 2 | posting_pos: 33458
token: 325676 | freq: 1 | docs: 1 | posting_pos: 33460
token: 325683 | freq: 1 | docs: 1 | posting_pos: 33461
token: 32574 | freq: 1 | docs: 1 | posting_pos: 33462
token: 325759 | freq: 1 | docs: 1 | posting_pos: 33463
token: 32576 | freq: 1 | docs: 1 | posting_pos: 33464
token: 3258 | freq: 1 | docs: 1 | posting_pos: 33465
token: 325809 | freq: 1 | docs: 1 | posting_pos: 33466
token: 32582 | freq: 1 | docs: 1 | posting_pos: 33467
token: 32589 | freq: 1 | docs: 1 | posting_pos: 33468
token: 326 | freq: 7 | docs: 5 | posting_pos: 33469
token: 326-2577 | freq: 1 | docs: 1 | posting_pos: 33474
token: 326004 | freq: 1 | docs: 1 | posting_pos: 33475
token: 32602 | freq: 1 | docs: 1 | posting_pos: 33476
token: 326065 | freq: 1 | docs: 1 | posting_pos: 33477
token: 32608 | freq: 1 | docs: 1 | posting_pos: 33478
token: 326085 | freq: 1 | docs: 1 | posting_pos: 33479
token: 3261 | freq: 1 | docs: 1 | posting_pos: 33480
token: 32611 | freq: 1 | docs: 1 | posting_pos: 33481
token: 326221 | freq: 1 | docs: 1 | posting_pos: 33482
token: 32626 | freq: 1 | docs: 1 | posting_pos: 33483
token: 326322 | freq: 1 | docs: 1 | posting_pos: 33484
token: 32636 | freq: 1 | docs: 1 | posting_pos: 33485
token: 3263835 | freq: 1 | docs: 1 | posting_pos: 33486
token: 326396 | freq: 1 | docs: 1 | posting_pos: 33487
token: 326427 | freq: 1 | docs: 1 | posting_pos: 33488
token: 326448 | freq: 1 | docs: 1 | posting_pos: 33489
token: 32647 | freq: 1 | docs: 1 | posting_pos: 33490
token: 326506 | freq: 1 | docs: 1 | posting_pos: 33491
token: 326521 | freq: 1 | docs: 1 | posting_pos: 33492
token: 326545 | freq: 1 | docs: 1 | posting_pos: 33493
token: 326550 | freq: 1 | docs: 1 | posting_pos: 33494
token: 326568 | freq: 1 | docs: 1 | posting_pos: 33495
token: 3266 | freq: 8 | docs: 5 | posting_pos: 33496
token: 32663 | freq: 1 | docs: 1 | posting_pos: 33501
token: 32664 | freq: 2 | docs: 2 | posting_pos: 33502
token: 326640 | freq: 1 | docs: 1 | posting_pos: 33504
token: 32665 | freq: 1 | docs: 1 | posting_pos: 33505
token: 326719 | freq: 1 | docs: 1 | posting_pos: 33506
token: 32674 | freq: 1 | docs: 1 | posting_pos: 33507
token: 3267661 | freq: 1 | docs: 1 | posting_pos: 33508
token: 3268 | freq: 2 | docs: 1 | posting_pos: 33509
token: 32681 | freq: 1 | docs: 1 | posting_pos: 33510
token: 32682 | freq: 1 | docs: 1 | posting_pos: 33511
token: 326821 | freq: 1 | docs: 1 | posting_pos: 33512
token: 3268380 | freq: 1 | docs: 1 | posting_pos: 33513
token: 32685 | freq: 1 | docs: 1 | posting_pos: 33514
token: 326865 | freq: 1 | docs: 1 | posting_pos: 33515
token: 326893 | freq: 1 | docs: 1 | posting_pos: 33516
token: 32690 | freq: 1 | docs: 1 | posting_pos: 33517
token: 326906 | freq: 1 | docs: 1 | posting_pos: 33518
token: 32695 | freq: 1 | docs: 1 | posting_pos: 33519
token: 327 | freq: 15 | docs: 9 | posting_pos: 33520
token: 32701 | freq: 1 | docs: 1 | posting_pos: 33529
token: 32702 | freq: 1 | docs: 1 | posting_pos: 33530
token: 32703 | freq: 1 | docs: 1 | posting_pos: 33531
token: 327035 | freq: 1 | docs: 1 | posting_pos: 33532
token: 32704 | freq: 1 | docs: 1 | posting_pos: 33533
token: 32705 | freq: 1 | docs: 1 | posting_pos: 33534
token: 327053 | freq: 1 | docs: 1 | posting_pos: 33535
token: 3271 | freq: 1 | docs: 1 | posting_pos: 33536
token: 32711 | freq: 2 | docs: 2 | posting_pos: 33537
token: 32715 | freq: 1 | docs: 1 | posting_pos: 33539
token: 32716 | freq: 1 | docs: 1 | posting_pos: 33540
token: 327190 | freq: 1 | docs: 1 | posting_pos: 33541
token: 32722 | freq: 1 | docs: 1 | posting_pos: 33542
token: 32724 | freq: 1 | docs: 1 | posting_pos: 33543
token: 327342 | freq: 1 | docs: 1 | posting_pos: 33544
token: 327356 | freq: 1 | docs: 1 | posting_pos: 33545
token: 32737 | freq: 1 | docs: 1 | posting_pos: 33546
token: 32738 | freq: 1 | docs: 1 | posting_pos: 33547
token: 32739 | freq: 1 | docs: 1 | posting_pos: 33548
token: 3274040 | freq: 1 | docs: 1 | posting_pos: 33549
token: 32743 | freq: 1 | docs: 1 | posting_pos: 33550
token: 327546 | freq: 1 | docs: 1 | posting_pos: 33551
token: 32758 | freq: 1 | docs: 1 | posting_pos: 33552
token: 32760 | freq: 1 | docs: 1 | posting_pos: 33553
token: 32761 | freq: 1 | docs: 1 | posting_pos: 33554
token: 32766 | freq: 2 | docs: 2 | posting_pos: 33555
token: 327715 | freq: 1 | docs: 1 | posting_pos: 33557
token: 327726 | freq: 1 | docs: 1 | posting_pos: 33558
token: 327740 | freq: 1 | docs: 1 | posting_pos: 33559
token: 327746 | freq: 1 | docs: 1 | posting_pos: 33560
token: 327758 | freq: 1 | docs: 1 | posting_pos: 33561
token: 3277889 | freq: 1 | docs: 1 | posting_pos: 33562
token: 32779 | freq: 1 | docs: 1 | posting_pos: 33563
token: 327790 | freq: 1 | docs: 1 | posting_pos: 33564
token: 327810 | freq: 1 | docs: 1 | posting_pos: 33565
token: 327884 | freq: 1 | docs: 1 | posting_pos: 33566
token: 327912 | freq: 1 | docs: 1 | posting_pos: 33567
token: 327926 | freq: 1 | docs: 1 | posting_pos: 33568
token: 32793 | freq: 1 | docs: 1 | posting_pos: 33569
token: 32797 | freq: 2 | docs: 2 | posting_pos: 33570
token: 328 | freq: 7 | docs: 4 | posting_pos: 33572
token: 328-5148 | freq: 2 | docs: 1 | posting_pos: 33576
token: 328008 | freq: 1 | docs: 1 | posting_pos: 33577
token: 32802 | freq: 1 | docs: 1 | posting_pos: 33578
token: 32803 | freq: 1 | docs: 1 | posting_pos: 33579
token: 328056 | freq: 1 | docs: 1 | posting_pos: 33580
token: 328059 | freq: 1 | docs: 1 | posting_pos: 33581
token: 32806 | freq: 1 | docs: 1 | posting_pos: 33582
token: 32808 | freq: 1 | docs: 1 | posting_pos: 33583
token: 32812 | freq: 1 | docs: 1 | posting_pos: 33584
token: 328154 | freq: 1 | docs: 1 | posting_pos: 33585
token: 328156 | freq: 1 | docs: 1 | posting_pos: 33586
token: 32824 | freq: 2 | docs: 2 | posting_pos: 33587
token: 328264 | freq: 1 | docs: 1 | posting_pos: 33589
token: 328284 | freq: 1 | docs: 1 | posting_pos: 33590
token: 328287 | freq: 1 | docs: 1 | posting_pos: 33591
token: 32830 | freq: 1 | docs: 1 | posting_pos: 33592
token: 328341 | freq: 1 | docs: 1 | posting_pos: 33593
token: 328380 | freq: 1 | docs: 1 | posting_pos: 33594
token: 328423 | freq: 1 | docs: 1 | posting_pos: 33595
token: 328433 | freq: 1 | docs: 1 | posting_pos: 33596
token: 32846 | freq: 1 | docs: 1 | posting_pos: 33597
token: 32847 | freq: 5 | docs: 2 | posting_pos: 33598
token: 32849 | freq: 1 | docs: 1 | posting_pos: 33600
token: 328511 | freq: 1 | docs: 1 | posting_pos: 33601
token: 3285203 | freq: 1 | docs: 1 | posting_pos: 33602
token: 328540 | freq: 1 | docs: 1 | posting_pos: 33603
token: 328558 | freq: 1 | docs: 1 | posting_pos: 33604
token: 328559 | freq: 1 | docs: 1 | posting_pos: 33605
token: 32856 | freq: 1 | docs: 1 | posting_pos: 33606
token: 32858 | freq: 1 | docs: 1 | posting_pos: 33607
token: 32862 | freq: 1 | docs: 1 | posting_pos: 33608
token: 32864 | freq: 1 | docs: 1 | posting_pos: 33609
token: 328657 | freq: 1 | docs: 1 | posting_pos: 33610
token: 32867 | freq: 1 | docs: 1 | posting_pos: 33611
token: 32868 | freq: 1 | docs: 1 | posting_pos: 33612
token: 3287 | freq: 2 | docs: 2 | posting_pos: 33613
token: 328710 | freq: 1 | docs: 1 | posting_pos: 33615
token: 32874 | freq: 1 | docs: 1 | posting_pos: 33616
token: 3287661 | freq: 1 | docs: 1 | posting_pos: 33617
token: 328775 | freq: 1 | docs: 1 | posting_pos: 33618
token: 328800 | freq: 1 | docs: 1 | posting_pos: 33619
token: 32881 | freq: 1 | docs: 1 | posting_pos: 33620
token: 32882 | freq: 1 | docs: 1 | posting_pos: 33621
token: 328879 | freq: 1 | docs: 1 | posting_pos: 33622
token: 328881 | freq: 1 | docs: 1 | posting_pos: 33623
token: 328882 | freq: 1 | docs: 1 | posting_pos: 33624
token: 328883 | freq: 1 | docs: 1 | posting_pos: 33625
token: 32889 | freq: 1 | docs: 1 | posting_pos: 33626
token: 328936 | freq: 1 | docs: 1 | posting_pos: 33627
token: 328949 | freq: 1 | docs: 1 | posting_pos: 33628
token: 329 | freq: 14 | docs: 6 | posting_pos: 33629
token: 329-2000 | freq: 1 | docs: 1 | posting_pos: 33635
token: 329-9815 | freq: 1 | docs: 1 | posting_pos: 33636
token: 32901 | freq: 1 | docs: 1 | posting_pos: 33637
token: 329058 | freq: 1 | docs: 1 | posting_pos: 33638
token: 329085 | freq: 1 | docs: 1 | posting_pos: 33639
token: 329149 | freq: 1 | docs: 1 | posting_pos: 33640
token: 32919 | freq: 1 | docs: 1 | posting_pos: 33641
token: 329190 | freq: 1 | docs: 1 | posting_pos: 33642
token: 3292 | freq: 1 | docs: 1 | posting_pos: 33643
token: 32926 | freq: 1 | docs: 1 | posting_pos: 33644
token: 329270 | freq: 1 | docs: 1 | posting_pos: 33645
token: 3292906 | freq: 1 | docs: 1 | posting_pos: 33646
token: 32931 | freq: 1 | docs: 1 | posting_pos: 33647
token: 32933 | freq: 1 | docs: 1 | posting_pos: 33648
token: 329356 | freq: 1 | docs: 1 | posting_pos: 33649
token: 32937 | freq: 1 | docs: 1 | posting_pos: 33650
token: 32938 | freq: 1 | docs: 1 | posting_pos: 33651
token: 329427 | freq: 1 | docs: 1 | posting_pos: 33652
token: 3294286 | freq: 1 | docs: 1 | posting_pos: 33653
token: 329436 | freq: 1 | docs: 1 | posting_pos: 33654
token: 329446 | freq: 1 | docs: 1 | posting_pos: 33655
token: 32945 | freq: 1 | docs: 1 | posting_pos: 33656
token: 32946 | freq: 1 | docs: 1 | posting_pos: 33657
token: 329539 | freq: 1 | docs: 1 | posting_pos: 33658
token: 32963 | freq: 1 | docs: 1 | posting_pos: 33659
token: 329710 | freq: 1 | docs: 1 | posting_pos: 33660
token: 329732 | freq: 1 | docs: 1 | posting_pos: 33661
token: 32976 | freq: 1 | docs: 1 | posting_pos: 33662
token: 329769 | freq: 1 | docs: 1 | posting_pos: 33663
token: 32980 | freq: 1 | docs: 1 | posting_pos: 33664
token: 329823 | freq: 1 | docs: 1 | posting_pos: 33665
token: 32985 | freq: 1 | docs: 1 | posting_pos: 33666
token: 329858 | freq: 1 | docs: 1 | posting_pos: 33667
token: 32988 | freq: 1 | docs: 1 | posting_pos: 33668
token: 329890 | freq: 1 | docs: 1 | posting_pos: 33669
token: 3299 | freq: 1 | docs: 1 | posting_pos: 33670
token: 32991 | freq: 1 | docs: 1 | posting_pos: 33671
token: 329917 | freq: 1 | docs: 1 | posting_pos: 33672
token: 32995 | freq: 1 | docs: 1 | posting_pos: 33673
token: 32996 | freq: 1 | docs: 1 | posting_pos: 33674
token: 329962 | freq: 1 | docs: 1 | posting_pos: 33675
token: 329968 | freq: 1 | docs: 1 | posting_pos: 33676
token: 32997 | freq: 1 | docs: 1 | posting_pos: 33677
token: 32999 | freq: 1 | docs: 1 | posting_pos: 33678
token: 329999 | freq: 1 | docs: 1 | posting_pos: 33679
token: 32a | freq: 1 | docs: 1 | posting_pos: 33680
token: 32am | freq: 1 | docs: 1 | posting_pos: 33681
token: 32fn | freq: 26 | docs: 22 | posting_pos: 33682
token: 32k | freq: 3 | docs: 2 | posting_pos: 33704
token: 32pgs | freq: 11 | docs: 10 | posting_pos: 33706
token: 32russia | freq: 1 | docs: 1 | posting_pos: 33716
token: 33 | freq: 513 | docs: 66 | posting_pos: 33717
token: 33-1-69 | freq: 1 | docs: 1 | posting_pos: 33783
token: 33-89-407183 | freq: 1 | docs: 1 | posting_pos: 33784
token: 33-an | freq: 1 | docs: 1 | posting_pos: 33785
token: 33-ley | freq: 1 | docs: 1 | posting_pos: 33786
token: 330 | freq: 10 | docs: 8 | posting_pos: 33787
token: 33001 | freq: 1 | docs: 1 | posting_pos: 33795
token: 330015 | freq: 1 | docs: 1 | posting_pos: 33796
token: 33005 | freq: 1 | docs: 1 | posting_pos: 33797
token: 33006 | freq: 1 | docs: 1 | posting_pos: 33798
token: 33009 | freq: 1 | docs: 1 | posting_pos: 33799
token: 330107 | freq: 1 | docs: 1 | posting_pos: 33800
token: 33013 | freq: 23 | docs: 2 | posting_pos: 33801
token: 33014 | freq: 1 | docs: 1 | posting_pos: 33803
token: 330178 | freq: 1 | docs: 1 | posting_pos: 33804
token: 330199 | freq: 1 | docs: 1 | posting_pos: 33805
token: 33023 | freq: 1 | docs: 1 | posting_pos: 33806
token: 33026 | freq: 1 | docs: 1 | posting_pos: 33807
token: 33027 | freq: 1 | docs: 1 | posting_pos: 33808
token: 3303334 | freq: 1 | docs: 1 | posting_pos: 33809
token: 330337 | freq: 1 | docs: 1 | posting_pos: 33810
token: 33035 | freq: 1 | docs: 1 | posting_pos: 33811
token: 330374 | freq: 1 | docs: 1 | posting_pos: 33812
token: 33039 | freq: 1 | docs: 1 | posting_pos: 33813
token: 33040 | freq: 2 | docs: 1 | posting_pos: 33814
token: 330415 | freq: 1 | docs: 1 | posting_pos: 33815
token: 33043 | freq: 1 | docs: 1 | posting_pos: 33816
token: 330433 | freq: 1 | docs: 1 | posting_pos: 33817
token: 33046 | freq: 1 | docs: 1 | posting_pos: 33818
token: 330478 | freq: 1 | docs: 1 | posting_pos: 33819
token: 33049 | freq: 1 | docs: 1 | posting_pos: 33820
token: 3305004 | freq: 1 | docs: 1 | posting_pos: 33821
token: 330531 | freq: 1 | docs: 1 | posting_pos: 33822
token: 33060 | freq: 2 | docs: 1 | posting_pos: 33823
token: 33062 | freq: 2 | docs: 2 | posting_pos: 33824
token: 33063 | freq: 5 | docs: 3 | posting_pos: 33826
token: 33065 | freq: 1 | docs: 1 | posting_pos: 33829
token: 330729 | freq: 1 | docs: 1 | posting_pos: 33830
token: 33073 | freq: 2 | docs: 2 | posting_pos: 33831
token: 33074 | freq: 2 | docs: 2 | posting_pos: 33833
token: 330759 | freq: 1 | docs: 1 | posting_pos: 33835
token: 330778 | freq: 1 | docs: 1 | posting_pos: 33836
token: 3308 | freq: 1 | docs: 1 | posting_pos: 33837
token: 330835 | freq: 1 | docs: 1 | posting_pos: 33838
token: 330881 | freq: 1 | docs: 1 | posting_pos: 33839
token: 33092 | freq: 1 | docs: 1 | posting_pos: 33840
token: 33094 | freq: 3 | docs: 2 | posting_pos: 33841
token: 330948 | freq: 1 | docs: 1 | posting_pos: 33843
token: 33099 | freq: 1 | docs: 1 | posting_pos: 33844
token: 3309924 | freq: 1 | docs: 1 | posting_pos: 33845
token: 331 | freq: 9 | docs: 7 | posting_pos: 33846
token: 33104 | freq: 1 | docs: 1 | posting_pos: 33853
token: 33113 | freq: 1 | docs: 1 | posting_pos: 33854
token: 33114 | freq: 1 | docs: 1 | posting_pos: 33855
token: 33115 | freq: 1 | docs: 1 | posting_pos: 33856
token: 331164 | freq: 1 | docs: 1 | posting_pos: 33857
token: 331263 | freq: 1 | docs: 1 | posting_pos: 33858
token: 33128 | freq: 1 | docs: 1 | posting_pos: 33859
token: 331284 | freq: 1 | docs: 1 | posting_pos: 33860
token: 331324 | freq: 1 | docs: 1 | posting_pos: 33861
token: 33135 | freq: 1 | docs: 1 | posting_pos: 33862
token: 331402 | freq: 1 | docs: 1 | posting_pos: 33863
token: 33142 | freq: 2 | docs: 1 | posting_pos: 33864
token: 331452 | freq: 1 | docs: 1 | posting_pos: 33865
token: 331471 | freq: 1 | docs: 1 | posting_pos: 33866
token: 331479 | freq: 1 | docs: 1 | posting_pos: 33867
token: 33148 | freq: 1 | docs: 1 | posting_pos: 33868
token: 33150 | freq: 2 | docs: 1 | posting_pos: 33869
token: 33151 | freq: 1 | docs: 1 | posting_pos: 33870
token: 33152 | freq: 1 | docs: 1 | posting_pos: 33871
token: 331552 | freq: 1 | docs: 1 | posting_pos: 33872
token: 33157 | freq: 1 | docs: 1 | posting_pos: 33873
token: 331591 | freq: 1 | docs: 1 | posting_pos: 33874
token: 3316132 | freq: 1 | docs: 1 | posting_pos: 33875
token: 33162 | freq: 1 | docs: 1 | posting_pos: 33876
token: 33163 | freq: 1 | docs: 1 | posting_pos: 33877
token: 331655 | freq: 1 | docs: 1 | posting_pos: 33878
token: 331669 | freq: 1 | docs: 1 | posting_pos: 33879
token: 33167 | freq: 1 | docs: 1 | posting_pos: 33880
token: 331672 | freq: 1 | docs: 1 | posting_pos: 33881
token: 33174 | freq: 1 | docs: 1 | posting_pos: 33882
token: 331742 | freq: 1 | docs: 1 | posting_pos: 33883
token: 33176 | freq: 1 | docs: 1 | posting_pos: 33884
token: 331785 | freq: 1 | docs: 1 | posting_pos: 33885
token: 33179 | freq: 1 | docs: 1 | posting_pos: 33886
token: 3318 | freq: 1 | docs: 1 | posting_pos: 33887
token: 33181 | freq: 1 | docs: 1 | posting_pos: 33888
token: 331874 | freq: 1 | docs: 1 | posting_pos: 33889
token: 33189 | freq: 1 | docs: 1 | posting_pos: 33890
token: 331897 | freq: 1 | docs: 1 | posting_pos: 33891
token: 33190 | freq: 1 | docs: 1 | posting_pos: 33892
token: 33195 | freq: 1 | docs: 1 | posting_pos: 33893
token: 33198 | freq: 3 | docs: 2 | posting_pos: 33894
token: 332 | freq: 6 | docs: 3 | posting_pos: 33896
token: 332-1460 | freq: 1 | docs: 1 | posting_pos: 33899
token: 332-1624 | freq: 1 | docs: 1 | posting_pos: 33900
token: 332-2570 | freq: 1 | docs: 1 | posting_pos: 33901
token: 332-4863 | freq: 1 | docs: 1 | posting_pos: 33902
token: 332-5537 | freq: 1 | docs: 1 | posting_pos: 33903
token: 33202 | freq: 1 | docs: 1 | posting_pos: 33904
token: 332026 | freq: 1 | docs: 1 | posting_pos: 33905
token: 33207 | freq: 1 | docs: 1 | posting_pos: 33906
token: 332091 | freq: 1 | docs: 1 | posting_pos: 33907
token: 33210 | freq: 1 | docs: 1 | posting_pos: 33908
token: 33214 | freq: 1 | docs: 1 | posting_pos: 33909
token: 33215 | freq: 2 | docs: 2 | posting_pos: 33910
token: 332152 | freq: 1 | docs: 1 | posting_pos: 33912
token: 332223 | freq: 1 | docs: 1 | posting_pos: 33913
